age,gender,mbti,styles
23,male,ESTJ,"노마드, 복고풍, 하이테크, 피트니스, 빈티지, 코티지코어"
23,female,ISFP,"고전주의, 미니멀리즘, 사이버펑크, 모더니즘, 빅토리아"
18,female,INTJ,"모더니즘, 고전주의, 미니멀리즘, 모노크롬, 빅토리아, 복고풍"
19,female,INTJ,"모더니즘, 모노크롬, 빅토리아, 고전주의, 복고풍, 미니멀리즘"
21,female,INFP,"젠더뉴트럴, 카운트리, 서스테이너블, 미니멀리즘, 아르누보, 코티지코어, 로맨틱, 빅토리아"
22,female,ISTJ,"미니멀리즘, 카운트리, 모더니즘, 빅토리아, 젠터 뉴트럴"
19,male,ISTP,"빈티지, 모더니즘, 복고풍, 스트리트웨어, 미니멀리즘"
24,female,ENFP,"젠더뉴트럴, 아르누보, 서스테이너블, 코티지코어, 미니멀리즘"
26,female,ESTP,"보헤미안, 복고풍, 빅토리아, 스트리트웨어, 키치, 사이버펑크, 하이테크, 모더니즘"
22,female,ISFJ,"펑크, 팝아트, 키치, 복고풍, 하이테크"
24,male,ISFP,"미니멀리즘, 카운트리, 스트리트웨어, 빈티지, 복고풍, 서스테이너블, 아방가르드, 젠더뉴트럴, 코티지코어, 모더니즘, 그런지, 모노크롬"
49,male,ENFP,"아방가르드, 사이버펑크, 그런지, 고전주의, 젠더뉴트럴, 아르누보"
23,female,INTJ,"아르누보, 사이버펑크, 고전주의, 젠더뉴트럴, 모더니즘, 모노크롬, 빈티지"
31,male,ENFP,"고전주의, 복고풍, 빅토리아, 코티지코어"
18,female,INFP,"모더니즘, 서스테이너블, 코티지코어, 빅토리아, 사이버펑크, 그런지"
25,female,ESTP,"사이버펑크, 키치, 모더니즘, 빅토리아, 하이테크, 복고풍, 스트리트웨어, 보헤미안"
24,male,ESFP,"코티지코어, 사이버펑크, 스트리트웨어, 카운트리, 스포티"
23,male,ISFJ,"모노크롬, 미니멀리즘, 빈티지, 젠더뉴트럴, 스포티, 복고풍, 카운트리, 하이테크, 모더니즘"
25,female,ISTJ,"그런지, 서스테이너블, 아르누보, 하이테크, 젠더뉴트럴, 인더스트리얼, 미니멀리즘, 모더니즘"
20,female,ESTP,"젠더뉴트럴, 아르누보, 서스테이너블, 코티지코어, 모더니즘"
23,female,ISTJ,"빅토리아, 카운트리, 모더니즘, 미니멀리즘, 사이버펑크"
22,female,INFJ,"인더스트리얼, 모더니즘, 모노크롬, 고전주의, 아방가르드, 그런지, 아르누보, 서스테이너블, 젠더뉴트럴, 빅토리아"
55,female,ESFJ,"고전주의, 미니멀리즘, 보헤미안, 복고풍, 젠더뉴트럴"
18,female,ENTP,"복고풍, 고전주의, 인더스트리얼, 빅토리아, 서스테이너블, 모더니즘, 젠더뉴트럴"
23,female,ESTP,"젠더뉴트럴, 모더니즘, 코티지코어, 아르누보, 서스테이너블"
21,female,ISFP,"코티지코어, 고전주의, 서스테이너블, 미니멀리즘, 모더니즘"
25,female,ISFP,"젠더뉴트럴, 코티지코어, 서스테이너블, 모더니즘, 하이테크"
31,male,ENFP,"빅토리아, 복고풍, 고전주의, 코티지코어"
25,female,ISFJ,"미니멀리즘, 로맨틱, 사이버펑크, 빅토리아, 젠더뉴트럴"
19,female,ISTJ,"코티지코어, 고전주의, 복고풍, 카운트리, 빅토리아"
18,female,INTJ,"복고풍, 모더니즘, 모노크롬, 빅토리아, 미니멀리즘, 고전주의"
24,male,ESFP,"코티지코어, 스트리트웨어, 사이버펑크, 카운트리, 스포티"
47,female,ISFJ,"빅토리아, 로맨틱, 고전주의, 복고풍, 젠더뉴트럴, 코티지코어, 보헤미안, 피트니스, 카운트리, 인더스트리얼, 모더니즘"
20,male,INTJ,"아르누보, 모더니즘, 미니멀리즘, 서스테이너블, 아방가르드"
22,female,ENFP,"코티지코어, 로맨틱, 빅토리아, 모더니즘, 복고풍"
26,female,ISFJ,"로맨틱, 젠더뉴트럴, 빅토리아, 사이버펑크, 미니멀리즘"
20,female,INTJ,"모더니즘, 젠더뉴트럴, 고전주의, 빈티지, 사이버펑크, 아르누보, 모노크롬"
49,male,ENFP,"고전주의, 그런지, 사이버펑크, 아방가르드, 아르누보, 젠더뉴트럴"
23,female,ENFP,"젠더뉴트럴, 아르데코, 아르누보, 미니멀리즘, 모노크롬, 고전주의"
22,male,ISTP,"복고풍, 모더니즘, 스트리트웨어, 빈티지, 미니멀리즘"
24,female,ISTJ,"미니멀리즘, 코티지코어, 키치, 팝아트, 모더니즘"
28,male,ENFP,"복고풍, 빅토리아, 코티지코어, 고전주의"
21,female,ISFJ,"빅토리아, 미니멀리즘, 카운트리, 펑크, 로맨틱"
24,male,ENFJ,"서스테이너블, 스포티, 젠더뉴트럴, 카운트리, 아르누보"
27,male,ENFP,"아방가르드, 서스테이너블, 복고풍, 코티지코어, 하이테크, 모노크롬, 스포티, 인더스트리얼, 피트니스, 젠더뉴트럴, 사이버펑크, 아르데코, 미니멀리즘, 보헤미안, 모더니즘"
26,female,ESFP,"아르데코, 빅토리아, 젠더뉴트럴, 서스테이너블, 고전주의, 모더니즘, 미니멀리즘, 복고풍"
25,female,ISTJ,"팝아트, 모더니즘, 키치, 미니멀리즘, 코티지코어"
21,female,INFP,"서스테이너블, 미니멀리즘, 젠더뉴트럴, 로맨틱, 코티지코어, 빅토리아, 카운트리, 아르누보"
23,female,ISTP,"빈티지, 카운트리, 서스테이너블, 인더스트리얼, 그런지, 모노크롬, 코티지코어, 아방가르드, 아르누보, 사이버펑크, 빅토리아, 고전주의, 로맨틱, 모더니즘, 에스닉, 젠더뉴트럴, 미니멀리즘"
20,male,INTJ,"미니멀리즘, 아르누보, 아방가르드, 모더니즘, 서스테이너블"
51,female,ISFJ,"카운트리, 로맨틱, 빅토리아, 젠더뉴트럴, 코티지코어, 복고풍, 고전주의, 피트니스, 인더스트리얼, 모더니즘, 보헤미안"
25,male,ISTP,"모더니즘, 모노크롬, 복고풍, 사이버펑크, 서스테이너블, 빅토리아"
22,female,ISTP,"로맨틱, 모노크롬, 고전주의, 미니멀리즘, 에스닉, 아방가르드, 모더니즘, 서스테이너블, 그런지, 빅토리아, 사이버펑크, 젠더뉴트럴, 빈티지, 아르누보, 코티지코어, 카운트리, 인더스트리얼"
23,female,ISFJ,"미니멀리즘, 고전주의, 젠더뉴트럴, 모더니즘, 복고풍"
21,female,INFP,"키치, 팝아트, 사이버펑크, 펑크, 스트리트웨어"
25,female,ISTJ,"젠터 뉴트럴, 미니멀리즘, 빅토리아, 모더니즘, 카운트리"
25,female,INTP,"모노크롬, 미니멀리즘, 보헤미안, 젠더뉴트럴, 모더니즘, 키치"
26,male,ISFJ,"빈티지, 스포티, 모노크롬, 모더니즘, 미니멀리즘, 하이테크, 카운트리, 젠더뉴트럴, 복고풍"
22,female,ISTP,"모노크롬, 인더스트리얼, 젠더뉴트럴, 하이테크, 스포티, 미니멀리즘"
22,female,INFJ,"고전주의, 모더니즘, 인더스트리얼, 젠더뉴트럴, 빅토리아, 서스테이너블, 아방가르드, 아르누보, 모노크롬, 그런지"
23,female,INTP,"아방가르드, 복고풍, 사이버펑크, 보헤미안, 키치"
23,female,ENFP,"미니멀리즘, 모노크롬, 아르누보, 아르데코, 젠더뉴트럴, 고전주의"
24,female,ISTJ,"젠더뉴트럴, 에스닉, 모더니즘, 인더스트리얼, 모노크롬"
24,female,ISFJ,"서스테이너블, 카운트리, 젠더뉴트럴, 모더니즘, 빅토리아"
18,female,ESTP,"복고풍, 하이테크, 모노크롬, 모더니즘, 고전주의"
27,secret,INTP,"보헤미안, 인더스트리얼, 아르누보, 그런지, 모노크롬, 아르데코"
24,male,INFJ,"미니멀리즘, 고전주의, 노마드, 모더니즘"
24,male,ISFP,"스트리트웨어, 코티지코어, 젠더뉴트럴, 스포티, 하이테크"
22,male,INFJ,"모더니즘, 미니멀리즘, 고전주의, 노마드"
21,female,ISTP,"코티지코어, 빈티지, 사이버펑크, 에스닉, 그런지, 젠더뉴트럴, 인더스트리얼, 빅토리아, 서스테이너블, 모노크롬, 아르누보, 카운트리, 고전주의, 미니멀리즘, 로맨틱, 모더니즘, 아방가르드"
22,female,ISTP,"젠더뉴트럴, 코티지코어, 미니멀리즘, 빈티지, 고전주의, 빅토리아"
22,female,ESFJ,"모더니즘, 고전주의, 아르누보, 미니멀리즘, 서스테이너블"
23,female,INFP,"서스테이너블, 젠더뉴트럴, 카운트리, 아르누보, 보헤미안, 복고풍"
23,female,ESTP,"하이테크, 보헤미안, 스트리트웨어, 빅토리아, 모더니즘, 키치, 복고풍, 사이버펑크"
22,female,INTP,"보헤미안, 키치, 모노크롬, 모더니즘, 미니멀리즘, 젠더뉴트럴"
27,secret,INTP,"아르누보, 보헤미안, 그런지, 모노크롬, 아르데코, 인더스트리얼, "
20,female,ENFP,"아르누보, 미니멀리즘, 코티지코어, 젠더뉴트럴, 서스테이너블"
23,female,INFJ,"미니멀리즘, 카운트리, 빅토리아, 복고풍, 아르누보, 젠더뉴트럴, 빈티지, 고전주의"
29,male,ESTJ,"미니멀리즘, 스포티, 하이테크, 인더스트리얼, 젠더뉴트럴, 모더니즘, 아방가르드, 모노크롬, 스트리트웨어"
19,female,ESTP,"고전주의, 복고풍, 모노크롬, 모더니즘, 하이테크"
22,female,ESTJ,"빅토리아, 모더니즘, 카운트리, 서스테이너블, 코티지코어"
53,male,ENFP,"아르누보, 사이버펑크, 그런지, 젠더뉴트럴, 아방가르드, 고전주의"
18,female,ISTP,"젠더뉴트럴, 코티지코어, 빅토리아, 서스테이너블, 모더니즘"
18,female,ESTP,"고전주의, 복고풍, 펑크, 그런지"
24,male,ISFP,"스트리트웨어, 코티지코어, 스포티, 젠더뉴트럴, 하이테크"
47,female,ISFJ,"카운트리, 복고풍, 로맨틱, 보헤미안, 젠더뉴트럴, 모더니즘, 인더스트리얼, 고전주의, 피트니스, 빅토리아, 코티지코어"
28,female,ESFP,"고전주의, 복고풍, 서스테이너블, 빅토리아, 모더니즘, 아르데코, 젠더뉴트럴, 미니멀리즘"
18,female,INTJ,"미니멀리즘, 빅토리아, 고전주의, 모노크롬, 복고풍, 모더니즘"
18,female,INTJ,"빅토리아, 고전주의, 복고풍, 모더니즘, 모노크롬, 미니멀리즘"
22,female,INTJ,"빈티지, 고전주의, 아르누보, 사이버펑크, 모노크롬, 모더니즘, 젠더뉴트럴"
26,male,ENFJ,"젠더뉴트럴, 스포티, 서스테이너블, 아르누보, 카운트리"
25,secret,ISTP,"아르누보, 코티지코어, 카운트리, 미니멀리즘, 젠더뉴트럴, 서스테이너블, 인더스트리얼, 복고풍, 고전주의, 모더니즘"
24,female,INFJ,"빅토리아, 카운트리, 미니멀리즘, 빈티지, 고전주의, 복고풍, 아르누보, 젠더뉴트럴"
23,female,ENTJ,"코티지코어, 서스테이너블, 빅토리아, 로맨틱"
22,female,ENFP,"젠더뉴트럴, 고전주의, 아르데코, 모노크롬, 아르누보, 미니멀리즘"
25,female,INFP,"미니멀리즘, 스트리트웨어, 빅토리아, 빈티지, 카운트리, 스포티, 고전주의, 보헤미안, 복고풍, 사이버펑크, 모더니즘, 펑크, 모노크롬, 피트니스, 코티지코어, 에스닉"
22,secret,ISTP,"미니멀리즘, 인더스트리얼, 젠더뉴트럴, 복고풍, 모더니즘, 아르누보, 서스테이너블, 고전주의, 코티지코어, 카운트리"
22,male,ISFJ,"미니멀리즘, 하이테크, 모더니즘, 복고풍, 빈티지, 스포티, 카운트리, 모노크롬, 젠더뉴트럴"
25,male,ISFJ,"하이테크, 서스테이너블, 빅토리아, 피트니스, 사이버펑크, 코티지코어, 스포티"
18,female,ISTP,"젠더뉴트럴, 서스테이너블, 코티지코어, 모더니즘, 빅토리아"
24,female,ENTJ,"모노크롬, 고전주의, 서스테이너블, 미니멀리즘, 스포티, 젠더뉴트럴, 빅토리아, 모더니즘, 코티지코어, 사이버펑크, 노마드"
23,female,ISFP,"코티지코어, 모더니즘, 미니멀리즘, 고전주의, 서스테이너블"
23,female,ESFP,"미니멀리즘, 아르데코, 아방가르드, 그런지, 코티지코어"
23,female,INTP,"키치, 보헤미안, 미니멀리즘, 젠더뉴트럴, 모노크롬, 모더니즘"
24,female,INTP,"사이버펑크, 복고풍, 고전주의, 빅토리아, 모더니즘"
23,male,ISFP,"미니멀리즘, 아방가르드, 스트리트웨어, 코티지코어, 모노크롬, 서스테이너블, 복고풍, 카운트리, 젠더뉴트럴, 그런지, 빈티지, 모더니즘"
32,male,ENFP,"고전주의, 빅토리아, 복고풍, 코티지코어"
24,female,ESTP,"사이버펑크, 보헤미안, 스트리트웨어, 키치, 빅토리아, 모더니즘, 복고풍, 하이테크"
25,female,INFJ,"카운트리, 빈티지, 고전주의, 젠더뉴트럴, 빅토리아, 복고풍, 아르누보, 미니멀리즘"
20,female,ISTJ,"사이버펑크, 빅토리아, 모더니즘, 미니멀리즘, 카운트리"
26,female,ESFP,"미니멀리즘, 아방가르드, 코티지코어, 아르데코, 그런지"
32,male,ENFP,"복고풍, 고전주의, 코티지코어, 빅토리아"
25,female,ISFP,"미니멀리즘, 모더니즘, 사이버펑크, 빅토리아, 고전주의"
18,female,ISTP,"미니멀리즘, 모더니즘, 카운트리, 젠더뉴트럴, 스포티"
18,female,ENTP,"빅토리아, 인더스트리얼, 젠더뉴트럴, 고전주의, 복고풍, 서스테이너블, 모더니즘"
23,male,ESTP,"고전주의, 하이테크, 모더니즘, 모노크롬, 스트리트웨어"
18,female,ENTP,"젠더뉴트럴, 복고풍, 빅토리아, 인더스트리얼, 서스테이너블, 고전주의, 모더니즘"
24,female,ESFP,"미니멀리즘, 아방가르드, 코티지코어, 아르데코, 그런지"
25,secret,INTP,"그런지, 인더스트리얼, 아르데코, 모노크롬, 아르누보, 보헤미안"
25,female,ENFP,"미니멀리즘, 모노크롬, 아르누보, 아르데코, 고전주의, 젠더뉴트럴"
26,female,ESTJ,"코티지코어, 빅토리아, 서스테이너블, 모더니즘, 카운트리"
52,male,ENFP,"아방가르드, 고전주의, 그런지, 젠더뉴트럴, 사이버펑크, 아르누보"
22,female,ISFJ,"모더니즘, 보헤미안, 카운트리, 미니멀리즘, 빅토리아"
18,female,ENTP,"인더스트리얼, 젠더뉴트럴, 빅토리아, 모더니즘, 복고풍, 서스테이너블, 고전주의"
23,female,ISTP,"빈티지, 코티지코어, 미니멀리즘, 고전주의, 젠더뉴트럴, 빅토리아"
22,female,ISFP,"미니멀리즘, 고전주의, 모더니즘, 사이버펑크, 빅토리아"
22,female,ISFP,"모더니즘, 코티지코어, 미니멀리즘, 서스테이너블, 고전주의"
26,female,ISTJ,"젠더뉴트럴, 모더니즘, 인더스트리얼, 미니멀리즘, 아르누보, 하이테크, 그런지, 서스테이너블"
23,female,ISTP,"카운트리, 고전주의, 아르누보, 젠더뉴트럴, 에스닉, 로맨틱, 모더니즘, 빅토리아, 인더스트리얼, 그런지, 모노크롬, 사이버펑크, 코티지코어, 미니멀리즘, 빈티지, 서스테이너블, 아방가르드"
24,male,INFJ,"카운트리, 아르데코, 모노크롬, 모더니즘, 미니멀리즘"
25,female,ESTJ,"코티지코어, 카운트리, 서스테이너블, 모더니즘, 빅토리아"
22,female,ESFJ,"고전주의, 아르누보, 미니멀리즘, 모더니즘, 서스테이너블"
23,female,ISFJ,"키치, 하이테크, 팝아트, 복고풍, 펑크"
22,female,ESFP,"그런지, 아방가르드, 코티지코어, 아르데코, 미니멀리즘"
25,female,INFJ,"카운트리, 빅토리아, 복고풍, 빈티지, 고전주의, 미니멀리즘, 젠더뉴트럴, 아르누보"
22,female,INFP,"모더니즘, 서스테이너블, 빅토리아, 코티지코어, 사이버펑크, 그런지"
53,female,ESFJ,"젠더뉴트럴, 미니멀리즘, 보헤미안, 복고풍, 고전주의"
21,female,ISTJ,"젠더뉴트럴, 모더니즘, 모노크롬, 인더스트리얼, 에스닉"
26,male,ESFP,"코티지코어, 카운트리, 스포티, 스트리트웨어, 사이버펑크"
22,female,ISFJ,"빅토리아, 미니멀리즘, 로맨틱, 젠더뉴트럴, 사이버펑크"
22,female,ESTJ,"코티지코어, 빅토리아, 모더니즘, 서스테이너블, 카운트리"
21,female,ISTP,"모노크롬, 아르누보, 서스테이너블, 빅토리아, 인더스트리얼, 미니멀리즘, 모더니즘, 코티지코어, 로맨틱, 사이버펑크, 빈티지, 카운트리, 그런지, 고전주의, 젠더뉴트럴, 에스닉, 아방가르드"
51,female,ISFJ,"복고풍, 인더스트리얼, 젠더뉴트럴, 빅토리아, 코티지코어, 모더니즘, 보헤미안, 로맨틱, 카운트리, 피트니스, 고전주의"
23,female,ENFP,"복고풍, 코티지코어, 모더니즘, 로맨틱, 빅토리아"
24,female,ISFP,"모더니즘, 코티지코어, 젠더뉴트럴, 서스테이너블, 하이테크"
23,male,ESTJ,"코티지코어, 하이테크, 빈티지, 노마드, 피트니스, 복고풍"
25,female,ISFP,"모더니즘, 미니멀리즘, 키치, 젠더뉴트럴, 보헤미안, 인더스트리얼, 모노크롬"
21,female,INFJ,"코티지코어, 빈티지, 모노크롬, 미니멀리즘, 서스테이너블, 고전주의, 모더니즘"
24,female,ISTJ,"사이버펑크, 모노크롬, 모더니즘, 서스테이너블, 스포티, 피트니스, 빅토리아, 하이테크, 미니멀리즘"
21,female,INTP,"젠더뉴트럴, 보헤미안, 모더니즘, 아르데코, 하이테크, 복고풍, 빅토리아, 아방가르드, 로맨틱, 고전주의, 아르누보"
22,female,ENTJ,"코티지코어, 미니멀리즘, 빅토리아, 사이버펑크, 스포티, 모노크롬, 젠더뉴트럴, 서스테이너블, 노마드, 고전주의, 모더니즘"
25,male,ENFJ,"모더니즘, 코티지코어, 스트리트웨어, 빅토리아, 그런지, 보헤미안, 인더스트리얼, 사이버펑크"
23,female,INTP,"코티지코어, 스트리트웨어, 복고풍, 빅토리아, 카운트리, 팝아트, 키치, 아르누보, 에스닉, 보헤미안, 고전주의"
18,female,ESTP,"모노크롬, 고전주의, 하이테크, 복고풍, 모더니즘"
23,female,ISTP,"스포티, 아르누보, 사이버펑크, 서스테이너블, 로맨틱, 보헤미안, 미니멀리즘, 복고풍, 빅토리아, 카운트리, 하이테크, 젠더뉴트럴, 모더니즘, 고전주의, 키치, 에스닉"
25,male,ESTP,"모더니즘, 스트리트웨어, 고전주의, 하이테크, 모노크롬"
21,female,INTP,"미니멀리즘, 키치, 모더니즘, 젠더뉴트럴, 보헤미안, 모노크롬"
23,female,ISTJ,"젠더뉴트럴, 에스닉, 모노크롬, 모더니즘, 인더스트리얼"
20,male,INTJ,"미니멀리즘, 아방가르드, 아르누보, 서스테이너블, 모더니즘"
23,female,ISFP,"사이버펑크, 고전주의, 빅토리아, 미니멀리즘, 모더니즘"
20,female,INFP,"코티지코어, 아르누보, 빅토리아, 미니멀리즘, 젠더뉴트럴, 로맨틱, 서스테이너블, 카운트리"
24,female,ISFJ,"키치, 팝아트, 펑크, 복고풍, 하이테크"
55,female,ESFJ,"고전주의, 복고풍, 미니멀리즘, 젠더뉴트럴, 보헤미안"
26,male,ENFJ,"사이버펑크, 빅토리아, 코티지코어, 그런지, 인더스트리얼, 스트리트웨어, 모더니즘, 보헤미안"
22,male,INTJ,"아방가르드, 미니멀리즘, 모더니즘, 아르누보, 서스테이너블"
20,male,INFJ,"모노크롬, 아방가르드, 고전주의, 그런지, 빈티지"
25,female,INTP,"빅토리아, 고전주의, 코티지코어, 팝아트, 카운트리, 에스닉, 키치, 아르누보, 스트리트웨어, 보헤미안, 복고풍"
24,female,ISFP,"하이테크, 모더니즘, 코티지코어, 젠더뉴트럴, 서스테이너블"
21,female,INTP,"젠더뉴트럴, 아르데코, 보헤미안, 복고풍, 빅토리아, 모더니즘, 고전주의, 아르누보, 하이테크, 로맨틱, 아방가르드"
25,female,ISFJ,"카운트리, 젠더뉴트럴, 서스테이너블, 코티지코어, 빅토리아, 미니멀리즘"
24,female,ESFP,"아방가르드, 코티지코어, 미니멀리즘, 아르데코, 그런지"
23,female,INFP,"키치, 펑크, 팝아트, 사이버펑크, 스트리트웨어"
24,female,ISTP,"인더스트리얼, 젠더뉴트럴, 하이테크, 모노크롬, 스포티, 미니멀리즘"
19,female,ESTP,"서스테이너블, 모더니즘, 코티지코어, 젠더뉴트럴, 아르누보"
25,female,INTP,"아르누보, 빅토리아, 복고풍, 에스닉, 스트리트웨어, 팝아트, 키치, 코티지코어, 고전주의, 보헤미안, 카운트리"
26,female,ISFJ,"미니멀리즘, 빅토리아, 사이버펑크, 로맨틱, 젠더뉴트럴"
21,female,INFP,"로맨틱, 미니멀리즘, 카운트리, 코티지코어, 아르누보, 서스테이너블, 빅토리아, 젠더뉴트럴"
23,female,ENFP,", 젠더뉴트럴, 아르누보, 코티지코어, 미니멀리즘, 서스테이너블"
18,female,ISTP,"미니멀리즘, 모더니즘, 젠더뉴트럴, 스포티, 카운트리"
22,female,INFP,"모노크롬, 코티지코어, 모더니즘, 고전주의, 에스닉, 스트리트웨어, 미니멀리즘, 스포티, 펑크, 빅토리아, 복고풍, 사이버펑크, 카운트리, 보헤미안, 빈티지, 피트니스"
25,male,ISFJ,"스포티, 서스테이너블, 코티지코어, 빅토리아, 사이버펑크, 피트니스, 하이테크"
22,female,ISFP,"코티지코어, 미니멀리즘, 서스테이너블, 고전주의, 모더니즘"
25,female,ISFJ,"미니멀리즘, 보헤미안, 빅토리아, 모더니즘, 카운트리"
18,female,ESTP,"펑크, 그런지, 복고풍, 고전주의"
21,female,ENTJ,"모더니즘, 젠더뉴트럴, 노마드, 코티지코어, 미니멀리즘, 사이버펑크, 스포티, 고전주의, 빅토리아, 모노크롬, 서스테이너블"
22,female,ISFJ,"빅토리아, 미니멀리즘, 젠더뉴트럴, 카운트리, 서스테이너블, 코티지코어"
24,male,ESTP,"스트리트웨어, 모더니즘, 하이테크, 고전주의, 모노크롬"
26,female,ENFJ,"아르누보, 로맨틱, 고전주의, 빅토리아"
23,female,ISFP,"고전주의, 코티지코어, 카운트리, 스트리트웨어, 빅토리아, 미니멀리즘"
25,female,ENTJ,"서스테이너블, 로맨틱, 빅토리아, 코티지코어"
26,secret,INTP,"아르누보, 보헤미안, 모노크롬, 그런지, 인더스트리얼, 아르데코"
26,male,ESTJ,"피트니스, 빈티지, 코티지코어, 복고풍, 하이테크, 노마드"
23,female,INFP,"팝아트, 사이버펑크, 스트리트웨어, 키치, 펑크"
26,male,ISFP,"스트리트웨어, 빈티지, 서스테이너블, 모더니즘, 복고풍, 카운트리, 모노크롬, 미니멀리즘, 코티지코어, 그런지, 젠더뉴트럴, 아방가르드"
22,female,INTP,"키치, 보헤미안, 미니멀리즘, 모노크롬, 젠더뉴트럴, 모더니즘"
29,male,ENFP,"스포티, 인더스트리얼, 아방가르드, 모노크롬, 복고풍, 젠더뉴트럴, 서스테이너블, 피트니스, 하이테크, 보헤미안, 사이버펑크, 코티지코어, 아르데코, 모더니즘, 미니멀리즘"
26,female,ISTP,"미니멀리즘, 복고풍, 로맨틱, 아르누보, 모더니즘, 서스테이너블, 사이버펑크, 보헤미안, 빅토리아, 카운트리, 하이테크, 키치, 에스닉, 젠더뉴트럴, 고전주의, 스포티"
24,female,ISFP,"젠더뉴트럴, 인더스트리얼, 보헤미안, 키치, 모노크롬, 미니멀리즘, 모더니즘"
22,female,ISFJ,"미니멀리즘, 카운트리, 빅토리아, 모더니즘, 보헤미안"
21,female,INFJ,"고전주의, 빅토리아, 서스테이너블, 모노크롬, 아방가르드, 그런지, 모더니즘, 아르누보, 인더스트리얼, 젠더뉴트럴"
24,male,ENFJ,"서스테이너블, 아르누보, 카운트리, 젠더뉴트럴, 스포티"
23,female,INFP,"젠더뉴트럴, 아르누보, 보헤미안, 서스테이너블, 복고풍, 카운트리"
18,female,ISTP,"서스테이너블, 모더니즘, 젠더뉴트럴, 코티지코어, 빅토리아"
23,male,INFJ,"아르데코, 모더니즘, 카운트리, 미니멀리즘, 모노크롬"
22,female,ISTJ,"카운트리, 빅토리아, 미니멀리즘, 모더니즘, 젠터 뉴트럴"
18,female,ENTP,"젠더뉴트럴, 복고풍, 서스테이너블, 빅토리아, 모더니즘, 고전주의, 인더스트리얼"
25,male,ENFP,"아르누보, 미니멀리즘, 젠더뉴트럴, 모더니즘, 스트리트웨어, 하이테크"
21,female,ISTJ,"카운트리, 빅토리아, 모더니즘, 미니멀리즘, 사이버펑크"
24,female,ISFJ,"빅토리아, 젠더뉴트럴, 서스테이너블, 카운트리, 모더니즘"
25,male,ENFP,"서스테이너블, 복고풍, 스포티, 아르데코, 피트니스, 인더스트리얼, 모더니즘, 젠더뉴트럴, 모노크롬, 사이버펑크, 미니멀리즘, 하이테크, 아방가르드, 코티지코어, 보헤미안"
23,female,ISFJ,"젠더뉴트럴, 빅토리아, 서스테이너블, 모더니즘, 카운트리"
28,male,ENFP,"아르데코, 피트니스, 인더스트리얼, 젠더뉴트럴, 서스테이너블, 하이테크, 모더니즘, 보헤미안, 코티지코어, 복고풍, 모노크롬, 스포티, 미니멀리즘, 사이버펑크, 아방가르드"
22,male,ISFP,"하이테크, 스포티, 코티지코어, 스트리트웨어, 젠더뉴트럴"
23,male,ENFP,"미니멀리즘, 모더니즘, 스트리트웨어, 하이테크, 젠더뉴트럴, 아르누보"
24,female,INTP,"아르누보, 복고풍, 빅토리아, 아르데코, 로맨틱, 보헤미안, 하이테크, 고전주의, 젠더뉴트럴, 모더니즘, 아방가르드"
23,male,ISFP,"그런지, 젠더뉴트럴, 카운트리, 모더니즘, 복고풍, 스트리트웨어, 빈티지, 모노크롬, 아방가르드, 미니멀리즘, 서스테이너블, 코티지코어"
21,female,ISFP,"서스테이너블, 코티지코어, 모더니즘, 고전주의, 미니멀리즘"
18,female,ESTP,"그런지, 펑크, 고전주의, 복고풍"
23,male,ENFP,"스트리트웨어, 하이테크, 아르누보, 젠더뉴트럴, 미니멀리즘, 모더니즘"
24,female,ESFP,"코티지코어, 그런지, 아방가르드, 아르데코, 미니멀리즘"
22,female,INTP,"스트리트웨어, 에스닉, 아르누보, 코티지코어, 카운트리, 빅토리아, 보헤미안, 복고풍, 고전주의, 팝아트, 키치"
22,male,INFJ,"모더니즘, 고전주의, 미니멀리즘, 노마드"
25,female,ISFP,"서스테이너블, 빅토리아, 아르누보, 젠더뉴트럴, 복고풍, 모더니즘, 고전주의"
23,female,ISTP,"로맨틱, 카운트리, 고전주의, 코티지코어, 에스닉, 모노크롬, 서스테이너블, 빈티지, 모더니즘, 아르누보, 사이버펑크, 빅토리아, 인더스트리얼, 그런지, 아방가르드, 미니멀리즘, 젠더뉴트럴"
24,female,ENTJ,"스포티, 미니멀리즘, 서스테이너블, 코티지코어, 노마드, 젠더뉴트럴, 모더니즘, 모노크롬, 고전주의, 빅토리아, 사이버펑크"
26,male,ENFJ,"스포티, 아르누보, 카운트리, 젠더뉴트럴, 서스테이너블"
19,male,INTJ,"아방가르드, 미니멀리즘, 모더니즘, 아르누보, 서스테이너블"
53,male,ENFP,"아방가르드, 젠더뉴트럴, 사이버펑크, 고전주의, 그런지, 아르누보"
22,male,INFJ,"아방가르드, 모노크롬, 빈티지, 그런지, 고전주의"
25,male,ESTJ,"코티지코어, 하이테크, 노마드, 복고풍, 피트니스, 빈티지"
22,female,INFJ,"미니멀리즘, 아르누보, 카운트리, 복고풍, 고전주의, 빅토리아, 빈티지, 젠더뉴트럴"
19,male,ISTP,"복고풍, 모더니즘, 스트리트웨어, 미니멀리즘, 빈티지"
50,female,ISFJ,"카운트리, 인더스트리얼, 로맨틱, 젠더뉴트럴, 보헤미안, 복고풍, 빅토리아, 코티지코어, 피트니스, 모더니즘, 고전주의"
25,female,ESFP,"복고풍, 젠더뉴트럴, 아르데코, 빅토리아, 서스테이너블, 미니멀리즘, 모더니즘, 고전주의"
